Sample	äwê∂é¿å±3TM_NaOH	
31.24	1063	385.2434272
31.25	1054	385.1990332
31.26	1069	385.2730232
31.27	1082	385.3371479
31.28	1081	385.3322153
31.29	1077	385.3124846
31.3	1043	385.1447738
31.31	1014	385.0017264
31.32	1037	385.1151778
31.33	1053	385.1941005
31.34	1034	385.1003798
31.35	1032	385.0905145
31.36	1052	385.1891679
31.37	1074	385.2976866
31.38	1058	385.2187639
31.39	1054	385.1990332
31.4	1059	385.2236965
31.41	1070	385.2779559
31.42	1053	385.1941005
31.43	1047	385.1645045
31.44	1047	385.1645045
31.45	1041	385.1349085
31.46	1019	385.0263898
31.47	1033	385.0954471
31.48	1044	385.1497065
31.49	1026	385.0609185
31.5	1005	384.9573324
31.51	1038	385.1201105
31.52	1066	385.2582252
31.53	1073	385.2927539
31.54	1058	385.2187639
31.55	1031	385.0855818
31.56	1019	385.0263898
31.57	1024	385.0510531
31.58	1022	385.0411878
31.59	1033	385.0954471
31.6	1062	385.2384945
31.61	1064	385.2483599
31.62	1044	385.1497065
31.63	1027	385.0658511
31.64	1035	385.1053125
31.65	1069	385.2730232
31.66	1039	385.1250432
31.67	1023	385.0461205
31.68	1028	385.0707838
31.69	1066	385.2582252
31.7	1057	385.2138312
31.71	1049	385.1743699
31.72	1016	385.0115918
31.73	1024	385.0510531
31.74	1063	385.2434272
31.75	1082	385.3371479
31.76	1081	385.3322153
31.77	1078	385.3174173
31.78	1073	385.2927539
31.79	1071	385.2828886
31.8	1087	385.3618113
31.81	1103	385.440734
31.82	1102	385.4358013
31.83	1101	385.4308686
31.84	1118	385.514724
31.85	1119	385.5196567
31.86	1104	385.4456667
31.87	1088	385.3667439
31.88	1065	385.2532926
31.89	1060	385.2286292
31.9	1045	385.1546392
31.91	1044	385.1497065
31.92	1041	385.1349085
31.93	1076	385.3075519
31.94	1082	385.3371479
31.95	1037	385.1151778
31.96	1042	385.1398412
31.97	1070	385.2779559
31.98	1052	385.1891679
31.99	1054	385.1990332
32	1039	385.1250432
32.01	1045	385.1546392
32.02	1107	385.4604647
32.03	1091	385.381542
32.04	1080	385.3272826
32.05	1089	385.3716766
32.06	1088	385.3667439
32.07	1050	385.1793025
32.08	1030	385.0806491
32.09	1053	385.1941005
32.1	1072	385.2878212
32.11	1068	385.2680906
32.12	1062	385.2384945
32.13	1063	385.2434272
32.14	1054	385.1990332
32.15	1092	385.3864746
32.16	1127	385.559118
32.17	1148	385.6627041
32.18	1185	385.8452128
32.19	1164	385.7416268
32.2	1138	385.6133774
32.21	1139	385.6183101
32.22	1118	385.514724
32.23	1088	385.3667439
32.24	1095	385.4012726
32.25	1104	385.4456667
32.26	1068	385.2680906
32.27	1078	385.3174173
32.28	1104	385.4456667
32.29	1093	385.3914073
32.3	1074	385.2976866
32.31	1101	385.4308686
32.32	1103	385.440734
32.33	1081	385.3322153
32.34	1074	385.2976866
32.35	1063	385.2434272
32.36	1050	385.1793025
32.37	1051	385.1842352
32.38	1059	385.2236965
32.39	1082	385.3371479
32.4	1111	385.4801953
32.41	1091	385.381542
32.42	1085	385.3519459
32.43	1096	385.4062053
32.44	1090	385.3766093
32.45	1072	385.2878212
32.46	1056	385.2088985
32.47	1041	385.1349085
32.48	1040	385.1299758
32.49	1065	385.2532926
32.5	1061	385.2335619
32.51	1042	385.1398412
32.52	1053	385.1941005
32.53	1068	385.2680906
32.54	1086	385.3568786
32.55	1087	385.3618113
32.56	1048	385.1694372
32.57	1053	385.1941005
32.58	1071	385.2828886
32.59	1065	385.2532926
32.6	1054	385.1990332
32.61	1074	385.2976866
32.62	1059	385.2236965
32.63	1040	385.1299758
32.64	1030	385.0806491
32.65	1048	385.1694372
32.66	1073	385.2927539
32.67	1088	385.3667439
32.68	1096	385.4062053
32.69	1095	385.4012726
32.7	1073	385.2927539
32.71	1063	385.2434272
32.72	1088	385.3667439
32.73	1064	385.2483599
32.74	1038	385.1201105
32.75	1025	385.0559858
32.76	1038	385.1201105
32.77	1067	385.2631579
32.78	1063	385.2434272
32.79	1052	385.1891679
32.8	1048	385.1694372
32.81	1054	385.1990332
32.82	1049	385.1743699
32.83	1029	385.0757165
32.84	1041	385.1349085
32.85	1064	385.2483599
32.86	1078	385.3174173
32.87	1088	385.3667439
32.88	1076	385.3075519
32.89	1080	385.3272826
32.9	1090	385.3766093
32.91	1083	385.3420806
32.92	1053	385.1941005
32.93	1090	385.3766093
32.94	1076	385.3075519
32.95	1078	385.3174173
32.96	1077	385.3124846
32.97	1066	385.2582252
32.98	1065	385.2532926
32.99	1068	385.2680906
33	1063	385.2434272
33.01	1074	385.2976866
33.02	1075	385.3026192
33.03	1094	385.39634
33.04	1096	385.4062053
33.05	1071	385.2828886
33.06	1049	385.1743699
33.07	1049	385.1743699
33.08	1058	385.2187639
33.09	1065	385.2532926
33.1	1075	385.3026192
33.11	1074	385.2976866
33.12	1082	385.3371479
33.13	1085	385.3519459
33.14	1072	385.2878212
33.15	1066	385.2582252
33.16	1095	385.4012726
33.17	1081	385.3322153
33.18	1053	385.1941005
33.19	1075	385.3026192
33.2	1096	385.4062053
33.21	1108	385.4653973
33.22	1099	385.4210033
33.23	1082	385.3371479
33.24	1064	385.2483599
33.25	1064	385.2483599
33.26	1086	385.3568786
33.27	1098	385.4160706
33.28	1121	385.529522
33.29	1142	385.6331081
33.3	1140	385.6232427
33.31	1127	385.559118
33.32	1106	385.455532
33.33	1082	385.3371479
33.34	1066	385.2582252
33.35	1079	385.3223499
33.36	1090	385.3766093
33.37	1076	385.3075519
33.38	1075	385.3026192
33.39	1111	385.4801953
33.4	1140	385.6232427
33.41	1137	385.6084447
33.42	1109	385.47033
33.43	1093	385.3914073
33.44	1108	385.4653973
33.45	1114	385.4949933
33.46	1103	385.440734
33.47	1108	385.4653973
33.48	1109	385.47033
33.49	1095	385.4012726
33.5	1083	385.3420806
33.51	1087	385.3618113
33.52	1106	385.455532
33.53	1109	385.47033
33.54	1104	385.4456667
33.55	1082	385.3371479
33.56	1100	385.425936
33.57	1107	385.4604647
33.58	1087	385.3618113
33.59	1106	385.455532
33.6	1105	385.4505993
33.61	1100	385.425936
33.62	1092	385.3864746
33.63	1092	385.3864746
33.64	1110	385.4752627
33.65	1128	385.5640507
33.66	1125	385.5492527
33.67	1107	385.4604647
33.68	1074	385.2976866
33.69	1068	385.2680906
33.7	1089	385.3716766
33.71	1107	385.4604647
33.72	1108	385.4653973
33.73	1097	385.411138
33.74	1087	385.3618113
33.75	1088	385.3667439
33.76	1107	385.4604647
33.77	1084	385.3470133
33.78	1075	385.3026192
33.79	1086	385.3568786
33.8	1092	385.3864746
33.81	1116	385.5048587
33.82	1132	385.5837814
33.83	1116	385.5048587
33.84	1091	385.381542
33.85	1092	385.3864746
33.86	1110	385.4752627
33.87	1110	385.4752627
33.88	1098	385.4160706
33.89	1106	385.455532
33.9	1125	385.5492527
33.91	1130	385.573916
33.92	1125	385.5492527
33.93	1125	385.5492527
33.94	1131	385.5788487
33.95	1136	385.6035121
33.96	1143	385.6380407
33.97	1132	385.5837814
33.98	1119	385.5196567
33.99	1128	385.5640507
34	1125	385.5492527
34.01	1130	385.573916
34.02	1137	385.6084447
34.03	1116	385.5048587
34.04	1122	385.5344547
34.05	1142	385.6331081
34.06	1165	385.7465595
34.07	1171	385.7761555
34.08	1155	385.6972328
34.09	1165	385.7465595
34.1	1148	385.6627041
34.11	1119	385.5196567
34.12	1130	385.573916
34.13	1151	385.6775021
34.14	1164	385.7416268
34.15	1163	385.7366941
34.16	1140	385.6232427
34.17	1110	385.4752627
34.18	1110	385.4752627
34.19	1128	385.5640507
34.2	1135	385.5985794
34.21	1146	385.6528388
34.22	1114	385.4949933
34.23	1073	385.2927539
34.24	1075	385.3026192
34.25	1125	385.5492527
34.26	1141	385.6281754
34.27	1101	385.4308686
34.28	1097	385.411138
34.29	1109	385.47033
34.3	1085	385.3519459
34.31	1088	385.3667439
34.32	1112	385.485128
34.33	1128	385.5640507
34.34	1135	385.5985794
34.35	1127	385.559118
34.36	1115	385.499926
34.37	1112	385.485128
34.38	1115	385.499926
34.39	1099	385.4210033
34.4	1106	385.455532
34.41	1118	385.514724
34.42	1113	385.4900607
34.43	1130	385.573916
34.44	1136	385.6035121
34.45	1176	385.8008188
34.46	1195	385.8945395
34.47	1164	385.7416268
34.48	1191	385.8748089
34.49	1225	386.0425196
34.5	1215	385.9931929
34.51	1198	385.9093375
34.52	1222	386.0277216
34.53	1256	386.1954323
34.54	1293	386.3779411
34.55	1333	386.5752479
34.56	1345	386.6344399
34.57	1370	386.7577566
34.58	1390	386.85641
34.59	1364	386.7281606
34.6	1331	386.5653825
34.61	1296	386.3927391
34.62	1289	386.3582104
34.63	1296	386.3927391
34.64	1290	386.3631431
34.65	1270	386.2644897
34.66	1279	386.3088837
34.67	1302	386.4223351
34.68	1303	386.4272678
34.69	1281	386.3187491
34.7	1270	386.2644897
34.71	1249	386.1609037
34.72	1191	385.8748089
34.73	1159	385.7169634
34.74	1159	385.7169634
34.75	1140	385.6232427
34.76	1141	385.6281754
34.77	1196	385.8994722
34.78	1205	385.9438662
34.79	1170	385.7712228
34.8	1153	385.6873674
34.81	1161	385.7268288
34.82	1176	385.8008188
34.83	1163	385.7366941
34.84	1155	385.6972328
34.85	1140	385.6232427
34.86	1127	385.559118
34.87	1145	385.6479061
34.88	1186	385.8501455
34.89	1208	385.9586642
34.9	1171	385.7761555
34.91	1140	385.6232427
34.92	1136	385.6035121
34.93	1160	385.7218961
34.94	1201	385.9241355
34.95	1201	385.9241355
34.96	1180	385.8205495
34.97	1176	385.8008188
34.98	1172	385.7810881
34.99	1176	385.8008188
35	1172	385.7810881
35.01	1178	385.8106842
35.02	1212	385.9783949
35.03	1221	386.0227889
35.04	1207	385.9537316
35.05	1197	385.9044049
35.06	1222	386.0277216
35.07	1228	386.0573176
35.08	1195	385.8945395
35.09	1189	385.8649435
35.1	1185	385.8452128
35.11	1191	385.8748089
35.12	1206	385.9487989
35.13	1220	386.0178563
35.14	1229	386.0622503
35.15	1220	386.0178563
35.16	1220	386.0178563
35.17	1229	386.0622503
35.18	1210	385.9685296
35.19	1183	385.8353475
35.2	1196	385.8994722
35.21	1229	386.0622503
35.22	1246	386.1461057
35.23	1239	386.111577
35.24	1253	386.1806343
35.25	1268	386.2546244
35.26	1233	386.081981
35.27	1236	386.096779
35.28	1288	386.3532778
35.29	1276	386.2940857
35.3	1242	386.126375
35.31	1240	386.1165096
35.32	1286	386.3434124
35.33	1320	386.5111232
35.34	1323	386.5259212
35.35	1322	386.5209885
35.36	1317	386.4963252
35.37	1330	386.5604499
35.38	1325	386.5357865
35.39	1319	386.5061905
35.4	1339	386.6048439
35.41	1382	386.8169487
35.42	1392	386.8662753
35.43	1349	386.6541706
35.44	1346	386.6393726
35.45	1386	386.8366793
35.46	1397	386.8909387
35.47	1411	386.9599961
35.48	1422	387.0142554
35.49	1451	387.1573028
35.5	1484	387.3200809
35.51	1495	387.3743403
35.52	1524	387.5173877
35.53	1571	387.7492231
35.54	1637	388.0747793
35.55	1683	388.301682
35.56	1736	388.5631135
35.57	1789	388.824545
35.58	1827	389.0119864
35.59	1903	389.3868692
35.6	2037	390.0478469
35.61	2151	390.6101712
35.62	2292	391.3056775
35.63	2612	392.8841316
35.64	3119	395.3849948
35.65	3851	398.9957086
35.66	4897	404.1552804
35.67	6451	411.8206482
35.68	8888	423.8415627
35.69	12060	439.487989
35.7	15444	456.1801411
35.71	18532	471.4122232
35.72	20273	480
35.73	19538	476.3744882
35.74	16696	462.3558427
35.75	13317	445.688354
35.76	10630	432.4342722
35.77	9221	425.4841415
35.78	8987	424.3298969
35.79	9619	427.4473438
35.8	10603	432.3010901
35.81	11127	434.8858087
35.82	10554	432.0593893
35.83	9035	424.566665
35.84	7152	415.2784492
35.85	5384	406.5574903
35.86	4073	400.0907611
35.87	3169	395.6316283
35.88	2586	392.7558822
35.89	2222	390.9603907
35.9	1980	389.7666848
35.91	1837	389.0613131
35.92	1772	388.7406896
35.93	1730	388.5335175
35.94	1651	388.1438366
35.95	1588	387.8330785
35.96	1571	387.7492231
35.97	1522	387.5075223
35.98	1493	387.3644749
35.99	1467	387.2362255
36	1429	387.0487841
36.01	1421	387.0093227
36.02	1434	387.0734474
36.03	1446	387.1326395
36.04	1448	387.1425048
36.05	1434	387.0734474
36.06	1400	386.9057367
36.07	1371	386.7626893
36.08	1368	386.7478913
36.09	1381	386.812016
36.1	1374	386.7774873
36.11	1344	386.6295072
36.12	1338	386.5999112
36.13	1331	386.5653825
36.14	1329	386.5555172
36.15	1333	386.5752479
36.16	1324	386.5308538
36.17	1284	386.3335471
36.18	1237	386.1017116
36.19	1264	386.2348937
36.2	1318	386.5012578
36.21	1304	386.4322005
36.22	1252	386.1757017
36.23	1237	386.1017116
36.24	1270	386.2644897
36.25	1296	386.3927391
36.26	1281	386.3187491
36.27	1257	386.200365
36.28	1270	386.2644897
36.29	1302	386.4223351
36.3	1325	386.5357865
36.31	1329	386.5555172
36.32	1285	386.3384798
36.33	1243	386.1313077
36.34	1237	386.1017116
36.35	1248	386.155971
36.36	1262	386.2250284
36.37	1264	386.2348937
36.38	1287	386.3483451
36.39	1321	386.5160558
36.4	1344	386.6295072
36.41	1367	386.7429586
36.42	1359	386.7034973
36.43	1368	386.7478913
36.44	1383	386.8218813
36.45	1374	386.7774873
36.46	1336	386.5900459
36.47	1297	386.3976718
36.48	1311	386.4667291
36.49	1330	386.5604499
36.5	1318	386.5012578
36.51	1317	386.4963252
36.52	1312	386.4716618
36.53	1286	386.3434124
36.54	1270	386.2644897
36.55	1274	386.2842204
36.56	1272	386.2743551
36.57	1245	386.141173
36.58	1221	386.0227889
36.59	1228	386.0573176
36.6	1209	385.9635969
36.61	1178	385.8106842
36.62	1162	385.7317615
36.63	1155	385.6972328
36.64	1173	385.7860208
36.65	1186	385.8501455
36.66	1192	385.8797415
36.67	1190	385.8698762
36.68	1199	385.9142702
36.69	1217	386.0030583
36.7	1204	385.9389336
36.71	1200	385.9192029
36.72	1194	385.8896069
36.73	1191	385.8748089
36.74	1209	385.9635969
36.75	1209	385.9635969
36.76	1185	385.8452128
36.77	1173	385.7860208
36.78	1173	385.7860208
36.79	1166	385.7514921
36.8	1202	385.9290682
36.81	1232	386.0770483
36.82	1246	386.1461057
36.83	1219	386.0129236
36.84	1200	385.9192029
36.85	1203	385.9340009
36.86	1215	385.9931929
36.87	1203	385.9340009
36.88	1187	385.8550782
36.89	1195	385.8945395
36.9	1210	385.9685296
36.91	1179	385.8156168
36.92	1170	385.7712228
36.93	1193	385.8846742
36.94	1201	385.9241355
36.95	1199	385.9142702
36.96	1202	385.9290682
36.97	1182	385.8304148
36.98	1200	385.9192029
36.99	1205	385.9438662
37	1206	385.9487989
37.01	1234	386.0869136
37.02	1222	386.0277216
37.03	1245	386.141173
37.04	1236	386.096779
37.05	1224	386.0375869
37.06	1198	385.9093375
37.07	1169	385.7662901
37.08	1193	385.8846742
37.09	1199	385.9142702
37.1	1193	385.8846742
37.11	1193	385.8846742
37.12	1213	385.9833276
37.13	1231	386.0721156
37.14	1219	386.0129236
37.15	1241	386.1214423
37.16	1255	386.1904997
37.17	1260	386.215163
37.18	1256	386.1954323
37.19	1278	386.3039511
37.2	1259	386.2102304
37.21	1257	386.200365
37.22	1256	386.1954323
37.23	1233	386.081981
37.24	1244	386.1362403
37.25	1314	386.4815272
37.26	1326	386.5407192
37.27	1298	386.4026044
37.28	1308	386.4519311
37.29	1357	386.6936319
37.3	1462	387.2115622
37.31	1616	387.9711932
37.32	1805	388.9034677
37.33	2031	390.0182509
37.34	2364	391.6608297
37.35	2732	393.4760519
37.36	2968	394.6401618
37.37	2976	394.6796231
37.38	2744	393.5352439
37.39	2422	391.9469245
37.4	2061	390.1662309
37.41	1805	388.9034677
37.42	1741	388.5877768
37.43	1825	389.002121
37.44	1976	389.7469541
37.45	2138	390.5460465
37.46	2188	390.7926799
37.47	2128	390.4967198
37.48	1965	389.6926947
37.49	1736	388.5631135
37.5	1528	387.5371183
37.51	1396	386.886006
37.52	1326	386.5407192
37.53	1293	386.3779411
37.54	1274	386.2842204
37.55	1265	386.2398264
37.56	1253	386.1806343
37.57	1222	386.0277216
37.58	1200	385.9192029
37.59	1191	385.8748089
37.6	1230	386.067183
37.61	1249	386.1609037
37.62	1209	385.9635969
37.63	1231	386.0721156
37.64	1200	385.9192029
37.65	1180	385.8205495
37.66	1186	385.8501455
37.67	1169	385.7662901
37.68	1158	385.7120308
37.69	1202	385.9290682
37.7	1228	386.0573176
37.71	1240	386.1165096
37.72	1205	385.9438662
37.73	1193	385.8846742
37.74	1172	385.7810881
37.75	1154	385.6923001
37.76	1160	385.7218961
37.77	1161	385.7268288
37.78	1155	385.6972328
37.79	1141	385.6281754
37.8	1157	385.7070981
37.81	1187	385.8550782
37.82	1198	385.9093375
37.83	1206	385.9487989
37.84	1193	385.8846742
37.85	1176	385.8008188
37.86	1163	385.7366941
37.87	1167	385.7564248
37.88	1189	385.8649435
37.89	1204	385.9389336
37.9	1213	385.9833276
37.91	1190	385.8698762
37.92	1186	385.8501455
37.93	1190	385.8698762
37.94	1193	385.8846742
37.95	1207	385.9537316
37.96	1197	385.9044049
37.97	1205	385.9438662
37.98	1211	385.9734622
37.99	1193	385.8846742
38	1202	385.9290682
38.01	1188	385.8600109
38.02	1211	385.9734622
38.03	1228	386.0573176
38.04	1199	385.9142702
38.05	1211	385.9734622
38.06	1201	385.9241355
38.07	1177	385.8057515
38.08	1191	385.8748089
38.09	1215	385.9931929
38.1	1225	386.0425196
38.11	1198	385.9093375
38.12	1189	385.8649435
38.13	1213	385.9833276
38.14	1221	386.0227889
38.15	1226	386.0474523
38.16	1221	386.0227889
38.17	1207	385.9537316
38.18	1182	385.8304148
38.19	1171	385.7761555
38.2	1188	385.8600109
38.21	1190	385.8698762
38.22	1199	385.9142702
38.23	1208	385.9586642
38.24	1187	385.8550782
38.25	1172	385.7810881
38.26	1196	385.8994722
38.27	1216	385.9981256
38.28	1228	386.0573176
38.29	1231	386.0721156
38.3	1189	385.8649435
38.31	1174	385.7909535
38.32	1173	385.7860208
38.33	1161	385.7268288
38.34	1179	385.8156168
38.35	1163	385.7366941
38.36	1150	385.6725694
38.37	1159	385.7169634
38.38	1163	385.7366941
38.39	1215	385.9931929
38.4	1245	386.141173
38.41	1219	386.0129236
38.42	1205	385.9438662
38.43	1216	385.9981256
38.44	1204	385.9389336
38.45	1198	385.9093375
38.46	1204	385.9389336
38.47	1171	385.7761555
38.48	1178	385.8106842
38.49	1208	385.9586642
38.5	1213	385.9833276
38.51	1216	385.9981256
38.52	1205	385.9438662
38.53	1218	386.0079909
38.54	1234	386.0869136
38.55	1253	386.1806343
38.56	1247	386.1510383
38.57	1194	385.8896069
38.58	1140	385.6232427
38.59	1152	385.6824348
38.6	1156	385.7021654
38.61	1157	385.7070981
38.62	1188	385.8600109
38.63	1173	385.7860208
38.64	1177	385.8057515
38.65	1196	385.8994722
38.66	1201	385.9241355
38.67	1185	385.8452128
38.68	1189	385.8649435
38.69	1217	386.0030583
38.7	1181	385.8254822
38.71	1174	385.7909535
38.72	1213	385.9833276
38.73	1188	385.8600109
38.74	1192	385.8797415
38.75	1208	385.9586642
38.76	1187	385.8550782
38.77	1170	385.7712228
38.78	1152	385.6824348
38.79	1166	385.7514921
38.8	1171	385.7761555
38.81	1154	385.6923001
38.82	1155	385.6972328
38.83	1141	385.6281754
38.84	1183	385.8353475
38.85	1194	385.8896069
38.86	1189	385.8649435
38.87	1212	385.9783949
38.88	1233	386.081981
38.89	1231	386.0721156
38.9	1172	385.7810881
38.91	1185	385.8452128
38.92	1195	385.8945395
38.93	1182	385.8304148
38.94	1213	385.9833276
38.95	1213	385.9833276
38.96	1238	386.1066443
38.97	1213	385.9833276
38.98	1167	385.7564248
38.99	1169	385.7662901
39	1197	385.9044049
39.01	1202	385.9290682
39.02	1200	385.9192029
39.03	1208	385.9586642
39.04	1226	386.0474523
39.05	1237	386.1017116
39.06	1225	386.0425196
39.07	1208	385.9586642
39.08	1186	385.8501455
39.09	1206	385.9487989
39.1	1179	385.8156168
39.11	1158	385.7120308
39.12	1192	385.8797415
39.13	1185	385.8452128
39.14	1174	385.7909535
39.15	1193	385.8846742
39.16	1193	385.8846742
39.17	1193	385.8846742
39.18	1193	385.8846742
39.19	1193	385.8846742
39.2	1205	385.9438662
39.21	1198	385.9093375
39.22	1209	385.9635969
39.23	1188	385.8600109
39.24	1188	385.8600109
39.25	1177	385.8057515
39.26	1212	385.9783949
39.27	1206	385.9487989
39.28	1200	385.9192029
39.29	1181	385.8254822
39.3	1190	385.8698762
39.31	1198	385.9093375
39.32	1172	385.7810881
39.33	1192	385.8797415
39.34	1217	386.0030583
39.35	1230	386.067183
39.36	1220	386.0178563
39.37	1211	385.9734622
39.38	1200	385.9192029
39.39	1216	385.9981256
39.4	1231	386.0721156
39.41	1221	386.0227889
39.42	1208	385.9586642
39.43	1217	386.0030583
39.44	1252	386.1757017
39.45	1238	386.1066443
39.46	1180	385.8205495
39.47	1154	385.6923001
39.48	1177	385.8057515
39.49	1204	385.9389336
39.5	1209	385.9635969
39.51	1199	385.9142702
39.52	1197	385.9044049
39.53	1203	385.9340009
39.54	1204	385.9389336
39.55	1218	386.0079909
39.56	1197	385.9044049
39.57	1222	386.0277216
39.58	1204	385.9389336
39.59	1212	385.9783949
39.6	1195	385.8945395
39.61	1196	385.8994722
39.62	1190	385.8698762
39.63	1183	385.8353475
39.64	1200	385.9192029
39.65	1190	385.8698762
39.66	1165	385.7465595
39.67	1187	385.8550782
39.68	1177	385.8057515
39.69	1192	385.8797415
39.7	1218	386.0079909
39.71	1234	386.0869136
39.72	1196	385.8994722
39.73	1231	386.0721156
39.74	1200	385.9192029
39.75	1201	385.9241355
39.76	1195	385.8945395
39.77	1181	385.8254822
39.78	1183	385.8353475
39.79	1213	385.9833276
39.8	1202	385.9290682
39.81	1203	385.9340009
39.82	1197	385.9044049
39.83	1180	385.8205495
39.84	1190	385.8698762
39.85	1218	386.0079909
39.86	1239	386.111577
39.87	1200	385.9192029
39.88	1181	385.8254822
39.89	1189	385.8649435
39.9	1196	385.8994722
39.91	1192	385.8797415
39.92	1196	385.8994722
39.93	1193	385.8846742
39.94	1205	385.9438662
39.95	1224	386.0375869
39.96	1261	386.2200957
39.97	1192	385.8797415
39.98	1205	385.9438662
39.99	1217	386.0030583
40	1201	385.9241355
40.01	1186	385.8501455
40.02	1147	385.6577714
40.03	1148	385.6627041
40.04	1184	385.8402802
40.05	1205	385.9438662
40.06	1215	385.9931929
40.07	1226	386.0474523
40.08	1227	386.0523849
40.09	1212	385.9783949
40.1	1168	385.7613575
40.11	1208	385.9586642
40.12	1232	386.0770483
40.13	1220	386.0178563
40.14	1214	385.9882602
40.15	1166	385.7514921
40.16	1175	385.7958862
40.17	1211	385.9734622
40.18	1187	385.8550782
40.19	1178	385.8106842
40.2	1197	385.9044049
40.21	1197	385.9044049
40.22	1226	386.0474523
40.23	1217	386.0030583
40.24	1247	386.1510383
40.25	1245	386.141173
40.26	1199	385.9142702
40.27	1186	385.8501455
40.28	1178	385.8106842
40.29	1176	385.8008188
40.3	1205	385.9438662
40.31	1225	386.0425196
40.32	1206	385.9487989
40.33	1198	385.9093375
40.34	1218	386.0079909
40.35	1235	386.0918463
40.36	1198	385.9093375
40.37	1243	386.1313077
40.38	1212	385.9783949
40.39	1177	385.8057515
40.4	1215	385.9931929
40.41	1206	385.9487989
40.42	1210	385.9685296
40.43	1224	386.0375869
40.44	1221	386.0227889
40.45	1199	385.9142702
40.46	1194	385.8896069
40.47	1218	386.0079909
40.48	1250	386.1658363
40.49	1251	386.170769
40.5	1220	386.0178563
40.51	1210	385.9685296
40.52	1220	386.0178563
40.53	1219	386.0129236
40.54	1198	385.9093375
40.55	1208	385.9586642
40.56	1243	386.1313077
40.57	1254	386.185567
40.58	1233	386.081981
40.59	1257	386.200365
40.6	1270	386.2644897
40.61	1255	386.1904997
40.62	1268	386.2546244
40.63	1269	386.259557
40.64	1266	386.244759
40.65	1226	386.0474523
40.66	1225	386.0425196
40.67	1235	386.0918463
40.68	1224	386.0375869
40.69	1231	386.0721156
40.7	1243	386.1313077
40.71	1216	385.9981256
40.72	1222	386.0277216
40.73	1255	386.1904997
40.74	1222	386.0277216
40.75	1250	386.1658363
40.76	1259	386.2102304
40.77	1263	386.229961
40.78	1241	386.1214423
40.79	1249	386.1609037
40.8	1301	386.4174025
40.81	1295	386.3878064
40.82	1208	385.9586642
40.83	1195	385.8945395
40.84	1212	385.9783949
40.85	1218	386.0079909
40.86	1236	386.096779
40.87	1241	386.1214423
40.88	1176	385.8008188
40.89	1203	385.9340009
40.9	1247	386.1510383
40.91	1296	386.3927391
40.92	1300	386.4124698
40.93	1245	386.141173
40.94	1234	386.0869136
40.95	1250	386.1658363
40.96	1247	386.1510383
40.97	1254	386.185567
40.98	1246	386.1461057
40.99	1238	386.1066443
41	1216	385.9981256
41.01	1247	386.1510383
41.02	1210	385.9685296
41.03	1215	385.9931929
41.04	1229	386.0622503
41.05	1248	386.155971
41.06	1233	386.081981
41.07	1216	385.9981256
41.08	1218	386.0079909
41.09	1251	386.170769
41.1	1216	385.9981256
41.11	1218	386.0079909
41.12	1228	386.0573176
41.13	1205	385.9438662
41.14	1241	386.1214423
41.15	1257	386.200365
41.16	1247	386.1510383
41.17	1244	386.1362403
41.18	1299	386.4075371
41.19	1302	386.4223351
41.2	1255	386.1904997
41.21	1244	386.1362403
41.22	1263	386.229961
41.23	1254	386.185567
41.24	1260	386.215163
41.25	1272	386.2743551
41.26	1274	386.2842204
41.27	1287	386.3483451
41.28	1249	386.1609037
41.29	1228	386.0573176
41.3	1237	386.1017116
41.31	1312	386.4716618
41.32	1307	386.4469985
41.33	1246	386.1461057
41.34	1237	386.1017116
41.35	1244	386.1362403
41.36	1241	386.1214423
41.37	1278	386.3039511
41.38	1263	386.229961
41.39	1236	386.096779
41.4	1246	386.1461057
41.41	1285	386.3384798
41.42	1265	386.2398264
41.43	1270	386.2644897
41.44	1276	386.2940857
41.45	1258	386.2052977
41.46	1256	386.1954323
41.47	1264	386.2348937
41.48	1273	386.2792877
41.49	1309	386.4568638
41.5	1292	386.3730084
41.51	1286	386.3434124
41.52	1306	386.4420658
41.53	1285	386.3384798
41.54	1270	386.2644897
41.55	1308	386.4519311
41.56	1328	386.5505845
41.57	1323	386.5259212
41.58	1304	386.4322005
41.59	1366	386.7380259
41.6	1322	386.5209885
41.61	1309	386.4568638
41.62	1356	386.6886993
41.63	1301	386.4174025
41.64	1331	386.5653825
41.65	1338	386.5999112
41.66	1335	386.5851132
41.67	1365	386.7330933
41.68	1404	386.9254674
41.69	1437	387.0882454
41.7	1456	387.1819662
41.71	1463	387.2164948
41.72	1546	387.6259064
41.73	1606	387.9218665
41.74	1620	387.9909239
41.75	1630	388.0402506
41.76	1736	388.5631135
41.77	1740	388.5828442
41.78	1687	388.3214127
41.79	1660	388.1882307
41.8	1597	387.8774725
41.81	1529	387.542051
41.82	1523	387.512455
41.83	1455	387.1770335
41.84	1511	387.453263
41.85	1521	387.5025897
41.86	1539	387.5913777
41.87	1509	387.4433976
41.88	1487	387.3348789
41.89	1477	387.2855522
41.9	1475	387.2756869
41.91	1438	387.0931781
41.92	1397	386.8909387
41.93	1412	386.9649287
41.94	1381	386.812016
41.95	1360	386.7084299
41.96	1311	386.4667291
41.97	1294	386.3828738
41.98	1279	386.3088837
41.99	1300	386.4124698
42	1328	386.5505845
42.01	1265	386.2398264
42.02	1270	386.2644897
42.03	1317	386.4963252
42.04	1297	386.3976718
42.05	1303	386.4272678
42.06	1299	386.4075371
